id_amortizacion;id_inversion;numero_cuota;fecha_pago;interes;capital;descuento;total;int_parcial;retencion;id_estado_amortizacion;pagada;activo;eliminado;fecha_creacion;fecha_actualizacion
11431;393;93;25/4/2032;93,41;0;0;0;93,41;0;1;0;0;0;3/5/2026 20:51;3/5/2026 20:51
11432;393;94;25/5/2032;93,41;0;0;0;93,41;0;1;0;0;0;3/5/2026 20:51;3/5/2026 20:51
11433;393;95;25/6/2032;93,41;0;0;0;93,41;0;1;0;0;0;3/5/2026 20:51;3/5/2026 20:51
11434;393;96;25/7/2032;1208,07;7910,34;1114,66;0;1208,07;0;1;0;0;0;3/5/2026 20:51;3/5/2026 20:51
11435;393;97;25/8/2032;46,7;0;0;0;46,7;0;1;0;0;0;3/5/2026 20:51;3/5/2026 20:51
11436;393;98;25/9/2032;46,7;0;0;0;46,7;0;1;0;0;0;3/5/2026 20:51;3/5/2026 20:51
11437;393;99;25/10/2032;46,7;0;0;0;46,7;0;1;0;0;0;3/5/2026 20:51;3/5/2026 20:51
11438;393;100;25/11/2032;46,7;0;0;0;46,7;0;1;0;0;0;3/5/2026 20:51;3/5/2026 20:51
11439;393;101;25/12/2032;46,7;0;0;0;46,7;0;1;0;0;0;3/5/2026 20:51;3/5/2026 20:51
11440;393;102;25/1/2033;46,7;0;0;0;46,7;0;1;0;0;0;3/5/2026 20:51;3/5/2026 20:51
11441;393;103;25/2/2033;46,7;0;0;0;46,7;0;1;0;0;0;3/5/2026 20:51;3/5/2026 20:51
11442;393;104;25/3/2033;46,7;0;0;0;46,7;0;1;0;0;0;3/5/2026 20:51;3/5/2026 20:51
11443;393;105;25/4/2033;46,7;0;0;0;46,7;0;1;0;0;0;3/5/2026 20:51;3/5/2026 20:51
11444;393;106;25/5/2033;46,7;0;0;0;46,7;0;1;0;0;0;3/5/2026 20:51;3/5/2026 20:51
11445;393;107;25/6/2033;46,7;0;0;0;46,7;0;1;0;0;0;3/5/2026 20:51;3/5/2026 20:51
11446;393;108;25/7/2033;1161,36;7910,34;1114,66;0;1161,36;0;1;0;0;0;3/5/2026 20:51;3/5/2026 20:51
